RT_Demand,DayOfWeek,HourOfDay
469.18,5.0,11.0
447.95,5.0,12.0
405.2,5.0,13.0
355.87,5.0,14.0
341.0,5.0,15.0
364.43,5.0,16.0
405.63,5.0,17.0
462.53,5.0,18.0
511.87,5.0,19.0
538.76,5.0,20.0
544.41,5.0,21.0
531.62,5.0,22.0
501.87,5.0,23.0
465.1,6.0,0.0
434.47,6.0,1.0
418.97,6.0,2.0
411.96,6.0,3.0
410.67,6.0,4.0
412.04,6.0,5.0
422.29,6.0,6.0
426.13,6.0,7.0
419.87,6.0,8.0
396.98,6.0,9.0
371.34,6.0,10.0
357.39,6.0,11.0
330.4,6.0,12.0
320.95,6.0,13.0
307.74,6.0,14.0
295.69,6.0,15.0
314.54,6.0,16.0
353.18,6.0,17.0
434.55,6.0,18.0
508.59,6.0,19.0
543.36,6.0,20.0
553.32,6.0,21.0
536.71,6.0,22.0
498.77,6.0,23.0
458.82,0.0,0.0
432.92,0.0,1.0
418.77,0.0,2.0
411.51,0.0,3.0
408.62,0.0,4.0
417.75,0.0,5.0
448.37,0.0,6.0
483.39,0.0,7.0
519.28,0.0,8.0
502.66,0.0,9.0
468.43,0.0,10.0
446.8,0.0,11.0
392.82,0.0,12.0
341.2,0.0,13.0
319.99,0.0,14.0
313.84,0.0,15.0
312.59,0.0,16.0
348.58,0.0,17.0
432.38,0.0,18.0
520.89,0.0,19.0
561.54,0.0,20.0
571.15,0.0,21.0
555.09,0.0,22.0
513.56,0.0,23.0
468.21,1.0,0.0
437.15,1.0,1.0
420.39,1.0,2.0
411.72,1.0,3.0
412.89,1.0,4.0
426.63,1.0,5.0
453.28,1.0,6.0
475.96,1.0,7.0
458.42,1.0,8.0
393.65,1.0,9.0
326.21,1.0,10.0
290.62,1.0,11.0
275.33,1.0,12.0
267.57,1.0,13.0
266.77,1.0,14.0
273.38,1.0,15.0
286.6,1.0,16.0
352.28,1.0,17.0
451.83,1.0,18.0
533.61,1.0,19.0
559.33,1.0,20.0
571.2,1.0,21.0
558.08,1.0,22.0
516.14,1.0,23.0
471.04,2.0,0.0
441.67,2.0,1.0
425.41,2.0,2.0
417.36,2.0,3.0
417.76,2.0,4.0
428.31,2.0,5.0
454.04,2.0,6.0
482.06,2.0,7.0
464.35,2.0,8.0
400.16,2.0,9.0
338.63,2.0,10.0
300.75,2.0,11.0
287.32,2.0,12.0
278.89,2.0,13.0
275.01,2.0,14.0
276.8,2.0,15.0
297.02,2.0,16.0
351.62,2.0,17.0
439.27,2.0,18.0
529.18,2.0,19.0
571.24,2.0,20.0
584.22,2.0,21.0
572.24,2.0,22.0
524.87,2.0,23.0
480.61,3.0,0.0
448.72,3.0,1.0
432.25,3.0,2.0
421.92,3.0,3.0
421.95,3.0,4.0
431.42,3.0,5.0
457.55,3.0,6.0
482.04,3.0,7.0
466.56,3.0,8.0
405.78,3.0,9.0
337.06,3.0,10.0
302.31,3.0,11.0
291.08,3.0,12.0
291.13,3.0,13.0
293.64,3.0,14.0
294.27,3.0,15.0
317.7,3.0,16.0
366.38,3.0,17.0
449.61,3.0,18.0
539.69,3.0,19.0
577.6,3.0,20.0
588.13,3.0,21.0
582.12,3.0,22.0
535.72,3.0,23.0
486.88,4.0,0.0
455.77,4.0,1.0
437.1,4.0,2.0
426.57,4.0,3.0
424.15,4.0,4.0
431.65,4.0,5.0
454.17,4.0,6.0
478.56,4.0,7.0
463.54,4.0,8.0
411.58,4.0,9.0
353.89,4.0,10.0
321.48,4.0,11.0
312.0,4.0,12.0
303.31,4.0,13.0
303.7,4.0,14.0
312.11,4.0,15.0
336.32,4.0,16.0
396.53,4.0,17.0
479.08,4.0,18.0
560.12,4.0,19.0
595.77,4.0,20.0
602.18,4.0,21.0
591.89,4.0,22.0
550.37,4.0,23.0
504.62,5.0,0.0
467.65,5.0,1.0
448.13,5.0,2.0
435.5,5.0,3.0
429.77,5.0,4.0
427.57,5.0,5.0
427.51,5.0,6.0
427.69,5.0,7.0
414.48,5.0,8.0
377.64,5.0,9.0
327.55,5.0,10.0
285.26,5.0,11.0
266.6,5.0,12.0
258.39,5.0,13.0
251.12,5.0,14.0
262.27,5.0,15.0
290.91,5.0,16.0
351.23,5.0,17.0
439.61,5.0,18.0
516.61,5.0,19.0
553.42,5.0,20.0
562.45,5.0,21.0
554.79,5.0,22.0
519.26,5.0,23.0
474.91,6.0,0.0
443.18,6.0,1.0
425.74,6.0,2.0
415.35,6.0,3.0
410.44,6.0,4.0
412.39,6.0,5.0
416.58,6.0,6.0
412.57,6.0,7.0
383.76,6.0,8.0
337.39,6.0,9.0
292.07,6.0,10.0
263.97,6.0,11.0
244.43,6.0,12.0
241.73,6.0,13.0
245.88,6.0,14.0
259.88,6.0,15.0
295.31,6.0,16.0
348.99,6.0,17.0
423.78,6.0,18.0
507.04,6.0,19.0
546.71,6.0,20.0
558.02,6.0,21.0
551.24,6.0,22.0
514.85,6.0,23.0
472.92,0.0,0.0
439.89,0.0,1.0
421.72,0.0,2.0
411.27,0.0,3.0
407.59,0.0,4.0
412.27,0.0,5.0
416.78,0.0,6.0
416.81,0.0,7.0
403.51,0.0,8.0
387.53,0.0,9.0
401.24,0.0,10.0
395.88,0.0,11.0
350.51,0.0,12.0
346.88,0.0,13.0
365.73,0.0,14.0
408.77,0.0,15.0
422.98,0.0,16.0
434.8,0.0,17.0
478.57,0.0,18.0
535.36,0.0,19.0
563.35,0.0,20.0
576.18,0.0,21.0
572.19,0.0,22.0
530.56,0.0,23.0
487.27,1.0,0.0
458.56,1.0,1.0
445.53,1.0,2.0
436.28,1.0,3.0
433.15,1.0,4.0
442.53,1.0,5.0
469.27,1.0,6.0
503.87,1.0,7.0
519.42,1.0,8.0
495.44,1.0,9.0
442.98,1.0,10.0
395.44,1.0,11.0
387.03,1.0,12.0
402.83,1.0,13.0
415.68,1.0,14.0
432.67,1.0,15.0
468.34,1.0,16.0
529.7,1.0,17.0
606.34,1.0,18.0
675.44,1.0,19.0
706.81,1.0,20.0
713.01,1.0,21.0
708.27,1.0,22.0
664.74,1.0,23.0
609.45,2.0,0.0
565.8,2.0,1.0
533.04,2.0,2.0
513.87,2.0,3.0
505.52,2.0,4.0
509.85,2.0,5.0
529.86,2.0,6.0
561.67,2.0,7.0
571.2,2.0,8.0
545.41,2.0,9.0
505.13,2.0,10.0
483.6,2.0,11.0
483.89,2.0,12.0
496.97,2.0,13.0
526.74,2.0,14.0
546.15,2.0,15.0
576.67,2.0,16.0
631.26,2.0,17.0
703.06,2.0,18.0
744.06,2.0,19.0
748.59,2.0,20.0
749.97,2.0,21.0
737.56,2.0,22.0
700.35,2.0,23.0
638.16,3.0,0.0
597.28,3.0,1.0
571.68,3.0,2.0
547.26,3.0,3.0
538.36,3.0,4.0
543.4,3.0,5.0
564.53,3.0,6.0
593.74,3.0,7.0
613.18,3.0,8.0
594.12,3.0,9.0
562.83,3.0,10.0
560.77,3.0,11.0
545.14,3.0,12.0
543.82,3.0,13.0
576.27,3.0,14.0
594.79,3.0,15.0
603.3,3.0,16.0
626.03,3.0,17.0
690.37,3.0,18.0
723.8,3.0,19.0
715.46,3.0,20.0
711.18,3.0,21.0
711.21,3.0,22.0
672.17,3.0,23.0
621.39,4.0,0.0
584.85,4.0,1.0
558.93,4.0,2.0
541.96,4.0,3.0
536.39,4.0,4.0
542.2,4.0,5.0
561.35,4.0,6.0
591.22,4.0,7.0
610.84,4.0,8.0
578.78,4.0,9.0
563.48,4.0,10.0
557.17,4.0,11.0
548.21,4.0,12.0
555.76,4.0,13.0
585.52,4.0,14.0
579.79,4.0,15.0
638.86,4.0,16.0
648.48,4.0,17.0
682.98,4.0,18.0
723.83,4.0,19.0
701.98,4.0,20.0
668.28,4.0,21.0
652.32,4.0,22.0
613.2,4.0,23.0
568.25,5.0,0.0
532.37,5.0,1.0
513.14,5.0,2.0
499.27,5.0,3.0
488.22,5.0,4.0
486.92,5.0,5.0
489.64,5.0,6.0
488.08,5.0,7.0
476.71,5.0,8.0
465.07,5.0,9.0
455.19,5.0,10.0
418.05,5.0,11.0
373.82,5.0,12.0
333.92,5.0,13.0
302.3,5.0,14.0
294.48,5.0,15.0
321.14,5.0,16.0
383.04,5.0,17.0
489.17,5.0,18.0
554.03,5.0,19.0
578.9,5.0,20.0
574.07,5.0,21.0
558.28,5.0,22.0
523.0,5.0,23.0
478.63,6.0,0.0
445.33,6.0,1.0
426.54,6.0,2.0
412.61,6.0,3.0
407.04,6.0,4.0
405.6,6.0,5.0
407.33,6.0,6.0
401.16,6.0,7.0
370.69,6.0,8.0
324.54,6.0,9.0
301.26,6.0,10.0
309.24,6.0,11.0
326.2,6.0,12.0
333.54,6.0,13.0
356.29,6.0,14.0
378.06,6.0,15.0
409.25,6.0,16.0
450.04,6.0,17.0
484.74,6.0,18.0
505.63,6.0,19.0
529.25,6.0,20.0
537.81,6.0,21.0
531.38,6.0,22.0
495.65,6.0,23.0
456.0,0.0,0.0
431.43,0.0,1.0
418.2,0.0,2.0
411.91,0.0,3.0
412.31,0.0,4.0
423.27,0.0,5.0
450.97,0.0,6.0
476.82,0.0,7.0
462.47,0.0,8.0
417.42,0.0,9.0
385.61,0.0,10.0
347.62,0.0,11.0
353.55,0.0,12.0
380.23,0.0,13.0
392.78,0.0,14.0
409.73,0.0,15.0
449.8,0.0,16.0
506.77,0.0,17.0
557.98,0.0,18.0
568.66,0.0,19.0
564.24,0.0,20.0
564.05,0.0,21.0
554.1,0.0,22.0
515.37,0.0,23.0
472.27,1.0,0.0
445.55,1.0,1.0
432.72,1.0,2.0
424.47,1.0,3.0
424.16,1.0,4.0
434.88,1.0,5.0
460.73,1.0,6.0
492.15,1.0,7.0
521.11,1.0,8.0
537.11,1.0,9.0
533.3,1.0,10.0
475.76,1.0,11.0
392.72,1.0,12.0
353.87,1.0,13.0
410.77,1.0,14.0
476.08,1.0,15.0
486.44,1.0,16.0
509.95,1.0,17.0
539.67,1.0,18.0
564.07,1.0,19.0
581.33,1.0,20.0
580.66,1.0,21.0
562.14,1.0,22.0
522.86,1.0,23.0
476.95,2.0,0.0
448.54,2.0,1.0
433.9,2.0,2.0
423.68,2.0,3.0
424.0,2.0,4.0
434.54,2.0,5.0
462.36,2.0,6.0
504.48,2.0,7.0
541.27,2.0,8.0
548.31,2.0,9.0
524.41,2.0,10.0
510.77,2.0,11.0
520.34,2.0,12.0
523.33,2.0,13.0
520.94,2.0,14.0
532.31,2.0,15.0
547.7,2.0,16.0
558.34,2.0,17.0
583.67,2.0,18.0
594.92,2.0,19.0
587.54,2.0,20.0
592.66,2.0,21.0
575.97,2.0,22.0
535.19,2.0,23.0
490.67,3.0,0.0
460.79,3.0,1.0
443.92,3.0,2.0
434.42,3.0,3.0
431.59,3.0,4.0
441.28,3.0,5.0
465.89,3.0,6.0
500.93,3.0,7.0
500.68,3.0,8.0
457.03,3.0,9.0
406.64,3.0,10.0
381.92,3.0,11.0
392.63,3.0,12.0
436.64,3.0,13.0
463.53,3.0,14.0
471.92,3.0,15.0
477.25,3.0,16.0
489.71,3.0,17.0
544.84,3.0,18.0
607.09,3.0,19.0
633.96,3.0,20.0
642.64,3.0,21.0
634.24,3.0,22.0
588.84,3.0,23.0
537.37,4.0,0.0
500.48,4.0,1.0
480.98,4.0,2.0
467.32,4.0,3.0
461.92,4.0,4.0
468.61,4.0,5.0
489.56,4.0,6.0
522.58,4.0,7.0
535.15,4.0,8.0
518.46,4.0,9.0
468.46,4.0,10.0
450.84,4.0,11.0
462.45,4.0,12.0
476.59,4.0,13.0
475.17,4.0,14.0
496.21,4.0,15.0
512.74,4.0,16.0
563.18,4.0,17.0
613.08,4.0,18.0
663.96,4.0,19.0
670.06,4.0,20.0
675.33,4.0,21.0
668.03,4.0,22.0
646.81,4.0,23.0
593.73,5.0,0.0
552.46,5.0,1.0
518.33,5.0,2.0
503.75,5.0,3.0
493.71,5.0,4.0
489.63,5.0,5.0
494.77,5.0,6.0
499.99,5.0,7.0
507.93,5.0,8.0
497.19,5.0,9.0
498.05,5.0,10.0
488.89,5.0,11.0
443.09,5.0,12.0
427.89,5.0,13.0
415.75,5.0,14.0
409.78,5.0,15.0
418.11,5.0,16.0
470.75,5.0,17.0
574.73,5.0,18.0
622.02,5.0,19.0
616.72,5.0,20.0
599.3,5.0,21.0
581.87,5.0,22.0
544.15,5.0,23.0
500.57,6.0,0.0
469.27,6.0,1.0
450.69,6.0,2.0
441.5,6.0,3.0
433.64,6.0,4.0
434.21,6.0,5.0
437.22,6.0,6.0
433.99,6.0,7.0
419.27,6.0,8.0
389.93,6.0,9.0
349.31,6.0,10.0
323.19,6.0,11.0
336.63,6.0,12.0
361.77,6.0,13.0
382.4,6.0,14.0
390.52,6.0,15.0
373.44,6.0,16.0
414.16,6.0,17.0
486.36,6.0,18.0
539.45,6.0,19.0
561.24,6.0,20.0
569.17,6.0,21.0
565.05,6.0,22.0
528.82,6.0,23.0
486.21,0.0,0.0
457.46,0.0,1.0
440.99,0.0,2.0
431.51,0.0,3.0
429.38,0.0,4.0
439.48,0.0,5.0
462.8,0.0,6.0
490.37,0.0,7.0
479.68,0.0,8.0
426.88,0.0,9.0
367.26,0.0,10.0
340.82,0.0,11.0
333.71,0.0,12.0
325.53,0.0,13.0
323.16,0.0,14.0
324.44,0.0,15.0
336.58,0.0,16.0
393.82,0.0,17.0
488.57,0.0,18.0
564.1,0.0,19.0
603.82,0.0,20.0
607.82,0.0,21.0
599.2,0.0,22.0
558.63,0.0,23.0
509.32,1.0,0.0
475.79,1.0,1.0
460.35,1.0,2.0
450.05,1.0,3.0
448.34,1.0,4.0
458.66,1.0,5.0
485.33,1.0,6.0
528.37,1.0,7.0
572.84,1.0,8.0
592.86,1.0,9.0
598.91,1.0,10.0
596.02,1.0,11.0
550.81,1.0,12.0
510.96,1.0,13.0
480.38,1.0,14.0
497.45,1.0,15.0
491.98,1.0,16.0
512.86,1.0,17.0
542.57,1.0,18.0
581.47,1.0,19.0
596.77,1.0,20.0
604.48,1.0,21.0
600.59,1.0,22.0
560.1,1.0,23.0
511.13,2.0,0.0
481.83,2.0,1.0
461.91,2.0,2.0
450.34,2.0,3.0
447.12,2.0,4.0
458.21,2.0,5.0
480.54,2.0,6.0
506.31,2.0,7.0
525.12,2.0,8.0
484.47,2.0,9.0
468.47,2.0,10.0
441.16,2.0,11.0
460.35,2.0,12.0
446.75,2.0,13.0
487.51,2.0,14.0
544.12,2.0,15.0
558.71,2.0,16.0
551.12,2.0,17.0
575.61,2.0,18.0
604.32,2.0,19.0
613.61,2.0,20.0
619.75,2.0,21.0
617.62,2.0,22.0
578.33,2.0,23.0
532.22,3.0,0.0
505.64,3.0,1.0
490.77,3.0,2.0
482.02,3.0,3.0
479.7,3.0,4.0
489.36,3.0,5.0
516.92,3.0,6.0
568.63,3.0,7.0
623.81,3.0,8.0
654.28,3.0,9.0
628.27,3.0,10.0
627.32,3.0,11.0
576.36,3.0,12.0
538.73,3.0,13.0
527.38,3.0,14.0
530.6,3.0,15.0
516.44,3.0,16.0
524.89,3.0,17.0
573.24,3.0,18.0
629.36,3.0,19.0
661.67,3.0,20.0
644.35,3.0,21.0
639.77,3.0,22.0
610.0,3.0,23.0
551.48,4.0,0.0
512.62,4.0,1.0
482.54,4.0,2.0
464.8,4.0,3.0
458.4,4.0,4.0
462.73,4.0,5.0
480.45,4.0,6.0
505.89,4.0,7.0
496.72,4.0,8.0
454.06,4.0,9.0
411.9,4.0,10.0
386.63,4.0,11.0
437.26,4.0,12.0
441.61,4.0,13.0
416.45,4.0,14.0
407.99,4.0,15.0
396.03,4.0,16.0
425.7,4.0,17.0
490.1,4.0,18.0
550.52,4.0,19.0
582.43,4.0,20.0
587.62,4.0,21.0
581.04,4.0,22.0
545.34,4.0,23.0
497.01,5.0,0.0
466.33,5.0,1.0
445.52,5.0,2.0
434.67,5.0,3.0
426.05,5.0,4.0
428.49,5.0,5.0
434.65,5.0,6.0
443.55,5.0,7.0
438.74,5.0,8.0
418.14,5.0,9.0
391.1,5.0,10.0
380.28,5.0,11.0
382.1,5.0,12.0
377.21,5.0,13.0
398.37,5.0,14.0
400.33,5.0,15.0
431.53,5.0,16.0
461.49,5.0,17.0
493.58,5.0,18.0
520.5,5.0,19.0
533.59,5.0,20.0
536.84,5.0,21.0
533.44,5.0,22.0
504.55,5.0,23.0
467.37,6.0,0.0
438.47,6.0,1.0
423.92,6.0,2.0
414.51,6.0,3.0
411.93,6.0,4.0
416.56,6.0,5.0
418.58,6.0,6.0
408.68,6.0,7.0
389.57,6.0,8.0
355.7,6.0,9.0
349.13,6.0,10.0
370.76,6.0,11.0
398.36,6.0,12.0
398.01,6.0,13.0
380.34,6.0,14.0
386.32,6.0,15.0
395.92,6.0,16.0
416.09,6.0,17.0
454.54,6.0,18.0
504.76,6.0,19.0
539.64,6.0,20.0
551.43,6.0,21.0
548.71,6.0,22.0
512.61,6.0,23.0
470.01,0.0,0.0
443.24,0.0,1.0
429.11,0.0,2.0
422.58,0.0,3.0
420.07,0.0,4.0
427.57,0.0,5.0
451.36,0.0,6.0
482.78,0.0,7.0
481.61,0.0,8.0
432.81,0.0,9.0
364.73,0.0,10.0
348.81,0.0,11.0
370.79,0.0,12.0
392.66,0.0,13.0
377.99,0.0,14.0
371.73,0.0,15.0
388.41,0.0,16.0
424.1,0.0,17.0
483.88,0.0,18.0
550.53,0.0,19.0
586.79,0.0,20.0
593.27,0.0,21.0
586.67,0.0,22.0
543.02,0.0,23.0
493.33,1.0,0.0
461.33,1.0,1.0
443.59,1.0,2.0
434.91,1.0,3.0
431.71,1.0,4.0
440.78,1.0,5.0
462.35,1.0,6.0
488.03,1.0,7.0
480.41,1.0,8.0
429.15,1.0,9.0
374.59,1.0,10.0
345.64,1.0,11.0
339.42,1.0,12.0
337.11,1.0,13.0
342.2,1.0,14.0
348.56,1.0,15.0
379.54,1.0,16.0
437.26,1.0,17.0
516.2,1.0,18.0
596.57,1.0,19.0
636.25,1.0,20.0
636.42,1.0,21.0
628.46,1.0,22.0
580.91,1.0,23.0
525.74,2.0,0.0
489.02,2.0,1.0
468.94,2.0,2.0
456.55,2.0,3.0
450.73,2.0,4.0
456.6,2.0,5.0
478.37,2.0,6.0
507.04,2.0,7.0
502.48,2.0,8.0
457.42,2.0,9.0
409.36,2.0,10.0
384.79,2.0,11.0
384.28,2.0,12.0
390.54,2.0,13.0
401.38,2.0,14.0
417.08,2.0,15.0
445.88,2.0,16.0
506.65,2.0,17.0
581.82,2.0,18.0
658.16,2.0,19.0
693.35,2.0,20.0
676.28,2.0,21.0
671.86,2.0,22.0
627.96,2.0,23.0
567.63,3.0,0.0
520.38,3.0,1.0
496.58,3.0,2.0
480.15,3.0,3.0
471.94,3.0,4.0
477.64,3.0,5.0
497.57,3.0,6.0
527.85,3.0,7.0
527.79,3.0,8.0
491.53,3.0,9.0
451.56,3.0,10.0
432.86,3.0,11.0
434.26,3.0,12.0
441.51,3.0,13.0
458.63,3.0,14.0
475.18,3.0,15.0
510.65,3.0,16.0
568.69,3.0,17.0
635.6,3.0,18.0
707.32,3.0,19.0
726.93,3.0,20.0
722.71,3.0,21.0
719.43,3.0,22.0
682.08,3.0,23.0
619.92,4.0,0.0
575.0,4.0,1.0
550.28,4.0,2.0
529.74,4.0,3.0
521.0,4.0,4.0
526.2,4.0,5.0
543.41,4.0,6.0
577.39,4.0,7.0
593.05,4.0,8.0
568.96,4.0,9.0
529.61,4.0,10.0
518.91,4.0,11.0
519.85,4.0,12.0
527.2,4.0,13.0
553.09,4.0,14.0
558.88,4.0,15.0
583.23,4.0,16.0
622.99,4.0,17.0
679.6,4.0,18.0
735.59,4.0,19.0
751.03,4.0,20.0
744.47,4.0,21.0
753.35,4.0,22.0
698.53,4.0,23.0
648.6,5.0,0.0
597.35,5.0,1.0
561.51,5.0,2.0
542.84,5.0,3.0
529.78,5.0,4.0
524.76,5.0,5.0
526.49,5.0,6.0
533.16,5.0,7.0
529.15,5.0,8.0
504.91,5.0,9.0
481.46,5.0,10.0
463.14,5.0,11.0
460.95,5.0,12.0
475.81,5.0,13.0
512.35,5.0,14.0
542.09,5.0,15.0
569.69,5.0,16.0
609.87,5.0,17.0
661.78,5.0,18.0
723.91,5.0,19.0
754.29,5.0,20.0
754.29,5.0,21.0
747.14,5.0,22.0
698.25,5.0,23.0
639.4,6.0,0.0
595.79,6.0,1.0
569.96,6.0,2.0
549.92,6.0,3.0
538.08,6.0,4.0
530.64,6.0,5.0
529.72,6.0,6.0
532.68,6.0,7.0
525.85,6.0,8.0
504.44,6.0,9.0
483.17,6.0,10.0
470.32,6.0,11.0
484.57,6.0,12.0
500.14,6.0,13.0
511.89,6.0,14.0
525.82,6.0,15.0
555.72,6.0,16.0
611.51,6.0,17.0
688.34,6.0,18.0
762.4,6.0,19.0
781.57,6.0,20.0
778.16,6.0,21.0
768.24,6.0,22.0
715.39,6.0,23.0
652.25,0.0,0.0
610.45,0.0,1.0
584.53,0.0,2.0
566.36,0.0,3.0
558.14,0.0,4.0
561.74,0.0,5.0
578.87,0.0,6.0
610.62,0.0,7.0
627.56,0.0,8.0
609.84,0.0,9.0
581.63,0.0,10.0
565.51,0.0,11.0
580.7,0.0,12.0
613.7,0.0,13.0
634.64,0.0,14.0
638.8,0.0,15.0
660.51,0.0,16.0
712.19,0.0,17.0
782.07,0.0,18.0
809.45,0.0,19.0
808.66,0.0,20.0
799.6,0.0,21.0
796.35,0.0,22.0
745.53,0.0,23.0
683.96,1.0,0.0
643.82,1.0,1.0
616.4,1.0,2.0
589.6,1.0,3.0
578.65,1.0,4.0
581.15,1.0,5.0
602.31,1.0,6.0
643.66,1.0,7.0
664.19,1.0,8.0
641.53,1.0,9.0
600.94,1.0,10.0
589.0,1.0,11.0
609.04,1.0,12.0
625.84,1.0,13.0
638.13,1.0,14.0
658.74,1.0,15.0
694.36,1.0,16.0
722.72,1.0,17.0
776.3,1.0,18.0
809.71,1.0,19.0
819.89,1.0,20.0
818.63,1.0,21.0
820.24,1.0,22.0
769.17,1.0,23.0
707.42,2.0,0.0
654.82,2.0,1.0
629.3,2.0,2.0
612.47,2.0,3.0
604.14,2.0,4.0
610.83,2.0,5.0
636.16,2.0,6.0
667.62,2.0,7.0
707.84,2.0,8.0
718.5,2.0,9.0
688.95,2.0,10.0
638.72,2.0,11.0
587.46,2.0,12.0
542.39,2.0,13.0
526.89,2.0,14.0
523.15,2.0,15.0
542.41,2.0,16.0
570.74,2.0,17.0
628.73,2.0,18.0
678.77,2.0,19.0
691.52,2.0,20.0
686.09,2.0,21.0
676.4,2.0,22.0
627.28,2.0,23.0
568.9,3.0,0.0
528.71,3.0,1.0
505.03,3.0,2.0
489.19,3.0,3.0
480.39,3.0,4.0
483.9,3.0,5.0
502.3,3.0,6.0
532.81,3.0,7.0
526.9,3.0,8.0
482.49,3.0,9.0
429.72,3.0,10.0
416.84,3.0,11.0
445.25,3.0,12.0
466.83,3.0,13.0
475.58,3.0,14.0
489.83,3.0,15.0
499.05,3.0,16.0
521.62,3.0,17.0
559.51,3.0,18.0
628.17,3.0,19.0
662.29,3.0,20.0
662.3,3.0,21.0
655.58,3.0,22.0
613.55,3.0,23.0
562.91,4.0,0.0
525.55,4.0,1.0
504.03,4.0,2.0
490.73,4.0,3.0
483.89,4.0,4.0
488.46,4.0,5.0
503.63,4.0,6.0
527.54,4.0,7.0
538.82,4.0,8.0
497.33,4.0,9.0
451.77,4.0,10.0
438.88,4.0,11.0
462.46,4.0,12.0
467.67,4.0,13.0
481.56,4.0,14.0
482.73,4.0,15.0
506.8,4.0,16.0
557.15,4.0,17.0
616.4,4.0,18.0
656.38,4.0,19.0
667.74,4.0,20.0
661.37,4.0,21.0
655.38,4.0,22.0
613.61,4.0,23.0
562.64,5.0,0.0
523.25,5.0,1.0
500.21,5.0,2.0
484.76,5.0,3.0
476.15,5.0,4.0
478.18,5.0,5.0
482.67,5.0,6.0
486.19,5.0,7.0
486.36,5.0,8.0
480.91,5.0,9.0
501.54,5.0,10.0
524.19,5.0,11.0
533.41,5.0,12.0
520.4,5.0,13.0
490.1,5.0,14.0
453.57,5.0,15.0
441.18,5.0,16.0
480.99,5.0,17.0
560.49,5.0,18.0
611.1,5.0,19.0
631.48,5.0,20.0
631.57,5.0,21.0
623.91,5.0,22.0
591.4,5.0,23.0
544.13,6.0,0.0
512.01,6.0,1.0
493.88,6.0,2.0
481.26,6.0,3.0
473.53,6.0,4.0
475.89,6.0,5.0
478.1,6.0,6.0
479.91,6.0,7.0
471.17,6.0,8.0
466.69,6.0,9.0
471.08,6.0,10.0
476.72,6.0,11.0
488.1,6.0,12.0
508.4,6.0,13.0
544.75,6.0,14.0
568.9,6.0,15.0
559.64,6.0,16.0
577.28,6.0,17.0
616.77,6.0,18.0
649.69,6.0,19.0
669.17,6.0,20.0
671.16,6.0,21.0
660.47,6.0,22.0
620.6,6.0,23.0
573.17,0.0,0.0
539.95,0.0,1.0
521.63,0.0,2.0
508.03,0.0,3.0
505.38,0.0,4.0
512.29,0.0,5.0
537.84,0.0,6.0
580.93,0.0,7.0
618.57,0.0,8.0
630.56,0.0,9.0
624.84,0.0,10.0
630.29,0.0,11.0
628.64,0.0,12.0
615.43,0.0,13.0
620.43,0.0,14.0
611.23,0.0,15.0
604.43,0.0,16.0
623.41,0.0,17.0
653.38,0.0,18.0
662.34,0.0,19.0
668.29,0.0,20.0
659.21,0.0,21.0
644.55,0.0,22.0
604.91,0.0,23.0
557.19,1.0,0.0
527.68,1.0,1.0
509.06,1.0,2.0
496.29,1.0,3.0
489.95,1.0,4.0
493.62,1.0,5.0
522.17,1.0,6.0
557.14,1.0,7.0
594.67,1.0,8.0
599.65,1.0,9.0
571.88,1.0,10.0
547.89,1.0,11.0
528.91,1.0,12.0
530.1,1.0,13.0
544.29,1.0,14.0
589.02,1.0,15.0
613.46,1.0,16.0
652.69,1.0,17.0
663.74,1.0,18.0
670.55,1.0,19.0
664.32,1.0,20.0
660.13,1.0,21.0
653.52,1.0,22.0
612.89,1.0,23.0
